OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
8448,2017,HYUNDAI,SANTA FE,Suv,BLK,15000,Tuesday,Y,Orléans Chapel Hill,Ward 2 - Orléans West-Innes,Sector 31,8/28/2024 5:00:00 AM,8/27/2024 5:00:00 AM,2024,"MEADOWGLEN DR, WILLOWBARK DR, DES BROUSSAILLES TER S",East,5050125.04,Evening,Laura Dudas,800,2000,379686.936,5034627.5656
8449,2020,,,Trailer,BLK,,Wednesday,Y,East Industrial,Ward 10 - Gloucester-Southgate,Sector 33,8/29/2024 5:00:00 AM,8/14/2024 5:00:00 AM,2024,"LEGACY RD, SWANSEA CRES",East,5050001.08,Afternoon,Jessica Bradley,1800,1400,374579.9317,5027372.5312
8450,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,GRY,,Thursday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,8/29/2024 5:00:00 AM,8/29/2024 5:00:00 AM,2024,MARKET PL:100m E OF RIOCAN,West,5050141.20,Evening,David Hill,2100,2000,364383.7477,5014813.4073
8451,2015,"HONDA/AMERICAN HONDA MOTOR CO.,",ACCORD,Automobile,SIL,,Thursday,Y,Hintonburg - Mechanicsville,Ward 15 - Kitchissippi,Sector 21,8/29/2024 5:00:00 AM,8/29/2024 5:00:00 AM,2024,"SOMERSET ST, SPADINA AVE",Central,5050043.00,Morning,Jeff Leiper,1200,1000,365715.6262,5029866.3979
8452,2010,MERCEDES-BENZ,,Automobile,BLK,,Wednesday,N,Carlington,Ward 16 - River,Sector 21,8/29/2024 5:00:00 AM,8/28/2024 5:00:00 AM,2024,"CHATELAIN AVE, LARKIN ST",Central,5050022.00,Evening,Riley Brockington,900,2000,364408.8893,5026496.5305
8453,2022,NISSAN,,Automobile,GRY,,Friday,N,Greenboro East,Ward 10 - Gloucester-Southgate,Sector 35,8/29/2024 5:00:00 AM,8/23/2024 5:00:00 AM,2024,"SOMERO PRIV E, TAPIOLA CRES",East,5050001.05,Evening,Jessica Bradley,1000,1900,372370.9249,5025398.5195
8454,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,BLK,30000,Thursday,N,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,8/29/2024 5:00:00 AM,8/29/2024 5:00:00 AM,2024,"INNES RD, VISENEAU DR",East,5050125.10,Evening,Catherine Kitts,1900,1900,381798.9436,5035072.5594
8455,2018,,,Motorcycle,ONG,9000,Thursday,N,Westboro,Ward 15 - Kitchissippi,Sector 21,8/30/2024 5:00:00 AM,8/29/2024 5:00:00 AM,2024,"CHURCHILL AVE, LANARK AVE N",Central,5050045.02,Evening,Jeff Leiper,1100,2000,362974.8827,5028824.5513
8456,2024,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TACOMA,Automobile,BLU,,Thursday,Y,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,8/30/2024 5:00:00 AM,8/29/2024 5:00:00 AM,2024,"SORENTO ST, SUMMERLINE GT",West,5050141.22,Evening,Wilson Lo,800,2000,366093.8968,5015070.6804
8457,2023,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TUNDRA,Truck,BLU,,Thursday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,8/30/2024 5:00:00 AM,8/29/2024 5:00:00 AM,2024,"DREAMCATCHER PL, MISTWELL LANE",East,5050126.04,Evening,Steve Desroches,1100,2300,369004.197,5014742.5443
8458,2011,MERCEDES-BENZ,,Automobile,WHI,,Sunday,Y,Carlington,Ward 16 - River,Sector 21,8/30/2024 5:00:00 AM,8/25/2024 5:00:00 AM,2024,"HOLLINGTON ST, SUMMERVILLE AVE",Central,5050021.00,Night,Riley Brockington,1400,0,365380.8932,5026757.5335
8459,2017,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Automobile,BLK,,Thursday,N,Russell - Edwards,Ward 20 - Osgoode,Sector 37,8/30/2024 5:00:00 AM,8/15/2024 5:00:00 AM,2024,"LEITRIM RD S, RAMSAYVILLE RD",East,5050126.04,Afternoon,Isabelle Skalski,1400,1300,378785.9579,5023728.5014
8460,2024,FORD,F150,Automobile,BLK,,Friday,Y,Britannia Village,Ward 7 - Bay,Sector 14,8/30/2024 5:00:00 AM,8/30/2024 5:00:00 AM,2024,"CROYDON AVE, STARFLOWER LANE",West,5050030.00,Night,Theresa Kavanagh,1600,300,360450.871,5025361.5199
8461,2024,JEEP (1989 AND AFTER),WRANGLER,Automobile,GRY,,Thursday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,8/30/2024 5:00:00 AM,8/29/2024 5:00:00 AM,2024,"CHORUS DR, ORCHESTRA WAY",East,5050126.04,Evening,Steve Desroches,700,2100,368449.5495,5013314.231
8462,2024,LEXUS,,Automobile,ONG,,Friday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,8/30/2024 5:00:00 AM,8/30/2024 5:00:00 AM,2024,"BRIAN GOOD AVE,SOLARIUM AVE",East,5050126.04,Night,Steve Desroches,700,100,368320.9193,5013503.9766
8463,2023,RAM TRUCKS,1500 SPORT,Automobile,BLK,100000,Friday,Y,Braemar Park - Bel Air Heights - Copeland Park,Ward 8 - College,Sector 17,8/31/2024 5:00:00 AM,8/30/2024 5:00:00 AM,2024,"NAVAHO DR, PAISLEY AVE",West,5050024.00,Evening,Laine Johnson,800,2100,362967.8955,5024291.7589
8464,2013,HYUNDAI,ELANTRA,Automobile,RED,4200,Saturday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 10 - Gloucester-Southgate,Sector 34,8/31/2024 5:00:00 AM,8/31/2024 5:00:00 AM,2024,"REARDON PRIV, REARDON PRIV",East,5050001.09,Night,Jessica Bradley,700,200,371436.7443,5026493.7492
8465,2018,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,WHI,40000,Sunday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,9/1/2024 5:00:00 AM,9/1/2024 5:00:00 AM,2024,"LIEBE TERR, AURA AVE",West,5050141.20,Morning,David Hill,600,600,362711.5985,5013543.0057
8466,2020,VOLKSWAGEN,JETTA,Automobile,SIL,,Saturday,N,Qualicum - Redwood Park,Ward 8 - College,Sector 15,9/1/2024 5:00:00 AM,8/31/2024 5:00:00 AM,2024,"MORRISON DR, GREENBANK RD",West,5050027.00,Evening,Laine Johnson,1000,2300,360555.034,5023126.7973
8467,2015,BMW,,Automobile,WHI,,Saturday,N,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,9/1/2024 5:00:00 AM,8/31/2024 5:00:00 AM,2024,"CLARENCE ST, NELSON ST",Central,5050056.00,Evening,Stéphanie Plante,100,1900,368482.8978,5032770.5833
8468,2017,HYUNDAI,,,,,Sunday,,,,,9/1/2024 5:00:00 AM,9/1/2024 5:00:00 AM,2024,,,,Night,,300,300
8469,1973,"MASSEY-FERGUSON, INC./ SKI WHIZ/ MASSEY/SKI-WHIZ",,Other,RED,,Saturday,Y,Carp,Ward 5 - West Carleton-March,Sector 11,9/1/2024 5:00:00 AM,8/31/2024 5:00:00 AM,2024,"PANMURE RD, UPPER DWYER HILL RD",West,5050300.02,Afternoon,Clarke Kelly,1200,1700,329349.8841,5019815.7659
8470,2016,MAZDA,MAZDA 3,Automobile,WHI,,Monday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,9/2/2024 5:00:00 AM,9/2/2024 5:00:00 AM,2024,"DUMAURIER AVE, WATSON ST",West,5050028.00,Night,Theresa Kavanagh,1000,100,360246.6819,5023794.47
8471,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TUNDRA,Truck,BLK,,Monday,Y,Bells Corners West,Ward 8 - College,Sector 15,9/2/2024 5:00:00 AM,9/2/2024 5:00:00 AM,2024,"MOODIE DR, ROBERTSON RD",West,5050136.02,Night,Laine Johnson,1200,100,357066.8466,5020454.4759
8472,2017,JEEP (1989 AND AFTER),WRANGLER,Automobile,GRY,,Monday,N,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,9/2/2024 5:00:00 AM,9/2/2024 5:00:00 AM,2024,"DALHOUSIE ST, YORK ST",Central,5050054.00,Afternoon,Stéphanie Plante,2100,1400,368093.897,5032418.5814
8473,2018,FORD,ESCAPE,Suv,BLK,,Friday,N,Sarsfield,Ward 19 - Orléans South-Navan,Sector 37,9/2/2024 5:00:00 AM,8/30/2024 5:00:00 AM,2024,"FRANK KENNY RD, HUISMANS RD",East,5050171.03,Afternoon,Catherine Kitts,1900,1700,390883.1925,5030323.5421
8474,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Suv,GRY,,Monday,Y,Beacon Hill South - Cardinal Heights,Ward 11 - Beacon Hill-Cyrville,Sector 32,9/3/2024 5:00:00 AM,9/2/2024 5:00:00 AM,2024,"ELMRIDGE DR, ELMSMERE RD W",East,5050121.01,Evening,Tim Tierney,900,2100,375000.9179,5034088.5798
8475,2011,SUBARU,IMPREZA,Automobile,WHI,,Monday,N,Blackburn Hamlet,Ward 2 - Orléans West-Innes,Sector 31,9/3/2024 5:00:00 AM,9/2/2024 5:00:00 AM,2024,"ATKINS ST, CLEROUX CRES",East,5050125.02,Afternoon,Laura Dudas,1100,1600,379463.9382,5033549.559
8476,2010,MAZDA,MAZDA 3,Automobile,RED,,Wednesday,Y,Lowertown,Ward 12 - Rideau-Vanier,Sector 24,9/4/2024 5:00:00 AM,9/4/2024 5:00:00 AM,2024,"FRIEL ST, RIDEAU ST",Central,5050053.00,Evening,Stéphanie Plante,2300,2300,368771.8989,5032569.5813
8477,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TUNDRA,Automobile,WHI,,Tuesday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,9/4/2024 5:00:00 AM,9/3/2024 5:00:00 AM,2024,"CAMBIE RD, MOUNT NEBO WAY, RALPH HENNESSY AVE",East,5050126.04,Evening,Steve Desroches,1000,2100,369105.1368,5014957.9113
8478,1962,CHEVROLET,IMPALA,Automobile,WHI,,Tuesday,N,Vars,Ward 20 - Osgoode,Sector 37,9/4/2024 5:00:00 AM,9/3/2024 5:00:00 AM,2024,"DEVINE RD, SAUMURE RD",East,5050171.06,Evening,Isabelle Skalski,800,2100,401234.109,5026645.4512
8479,2018,BMW,,Automobile,WHI,,Tuesday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,9/4/2024 5:00:00 AM,9/3/2024 5:00:00 AM,2024,"NORVIEW CRES S, PRINCESS LOUISE DR S",East,5050170.10,Evening,Matthew Luloff,600,2200,383242.9396,5038434.578
8480,2023,DODGE,DURANGO,Automobile,BLK,,Friday,N,Carleton Heights - Rideauview,Ward 16 - River,Sector 17,9/5/2024 5:00:00 AM,8/30/2024 5:00:00 AM,2024,"NORMANDY CRES S, ORTONA AVE S",West,5050020.02,Night,Riley Brockington,1500,0,367032.0047,5024389.1766
8481,2014,JEEP (1989 AND AFTER),CHEROKEE,Automobile,WHI,3000,Wednesday,N,Orléans Queenswood Heights,Ward 1 - Orléans East-Cumberland,Sector 31,9/5/2024 5:00:00 AM,9/4/2024 5:00:00 AM,2024,"LAFRANCE DR, PRESTWICK DR",East,5050170.05,Afternoon,Matthew Luloff,2000,1300,383402.9464,5036614.5621
8482,2010,MAZDA,MAZDA 3,Automobile,BLU,,Wednesday,Y,Carlington,Ward 16 - River,Sector 21,9/5/2024 5:00:00 AM,9/4/2024 5:00:00 AM,2024,"CHATELAIN AVE, LARKIN ST",Central,5050022.00,Morning,Riley Brockington,1800,1100,364408.8893,5026496.5305
8483,2016,RAM TRUCKS,2500,Truck,WHI,,Thursday,N,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 16 - River,Sector 34,9/6/2024 5:00:00 AM,9/5/2024 5:00:00 AM,2024,"JASPER AVE, NOTTING HILL AVE",East,5050001.10,Evening,Riley Brockington,900,2300,370957.9183,5026062.5254
8484,2019,FORD,,Automobile,WHIONG,,Wednesday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,9/6/2024 5:00:00 AM,9/4/2024 5:00:00 AM,2024,"TERMINAL AVE, RAILMARKET PRIV",East,5050011.01,Afternoon,Marty Carr,2200,1500,371421.0894,5030900.3288
8485,2015,"HONDA/AMERICAN HONDA MOTOR CO.,",PILOT,Suv,BLK,,Friday,N,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,9/6/2024 5:00:00 AM,9/6/2024 5:00:00 AM,2024,"COVENTRY RD, 230 W OF ST. LAURENT BLVD, ST. LAURENT SC EAST",Central,5050012.00,Morning,Rawlson King,1200,1000,372080.927,5031932.4512
8486,2022,JEEP (1989 AND AFTER),WRANGLER,Automobile,BLU,,Thursday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,9/6/2024 5:00:00 AM,9/5/2024 5:00:00 AM,2024,"AIRPORT PKY, UPLANDS DR",East,5050127.00,Evening,Jessica Bradley,700,2000,371147.5201,5021370.5897
8487,2022,LINCOLN-CONTINENTAL,,Suv,WHI,,Saturday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,9/8/2024 5:00:00 AM,9/7/2024 5:00:00 AM,2024,"CLEARBROOK DR, DRAGON PARK DR, FALMOUTH GT",West,5050141.22,Evening,Wilson Lo,900,1900,366013.9037,5014913.0336
8488,2006,HYUNDAI,SONATA,Automobile,BLU,4000,Sunday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,9/8/2024 5:00:00 AM,9/8/2024 5:00:00 AM,2024,"BLUE ASTER ST, BAYNES SOUND WAY E",West,5050141.25,Afternoon,David Hill,1600,1600,364192.6651,5012359.322
8489,2011,JEEP (1989 AND AFTER),WRANGLER,Automobile,DGR,,Sunday,Y,Orléans North West,Ward 2 - Orléans West-Innes,Sector 31,9/8/2024 5:00:00 AM,9/8/2024 5:00:00 AM,2024,"RAVINE WAY, RAFTSMAN LANE",East,5050124.03,Afternoon,Laura Dudas,1600,1600,379088.7121,5037938.0102
8490,2015,,,Other,BLUWHI,,Friday,N,Orléans Chatelaine Village,Ward 1 - Orléans East-Cumberland,Sector 31,9/8/2024 5:00:00 AM,9/6/2024 5:00:00 AM,2024,"JEANNE D'ARC BLVD N,TRIM RD",East,5050171.05,Morning,Matthew Luloff,1200,1100,384428.2213,5040304.6937
8491,2016,BUICK,VERANO,Automobile,GRY,,Sunday,Y,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,9/8/2024 5:00:00 AM,9/8/2024 5:00:00 AM,2024,"DUMAURIER AVE, RAMSEY CRES N",West,5050028.00,Morning,Theresa Kavanagh,1100,1100,360219.125,5023566.3183
8492,2007,CHEVROLET,SILVERADO,Truck,WHI,20000,Sunday,N,Pierces Corners,Ward 21 - Rideau-Jock,Sector 12,9/8/2024 5:00:00 AM,9/8/2024 5:00:00 AM,2024,"DEER RUN PL, PIERCE RD",West,5050200.01,Night,David Brown,700,100,362812.8137,4994469.2422
8493,2017,VOLVO,,Suv,WHI,,Saturday,Y,Island Park,Ward 15 - Kitchissippi,Sector 21,9/8/2024 5:00:00 AM,9/7/2024 5:00:00 AM,2024,"CLARENDON AVE, JAVA ST",Central,5050044.00,Evening,Jeff Leiper,900,2000,364704.8893,5028628.5491
8494,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TACOMA,Truck,GRN,,Monday,N,Crestview - Meadowlands,Ward 8 - College,Sector 17,9/9/2024 5:00:00 AM,9/9/2024 5:00:00 AM,2024,"BASELINE RD, 215m  E OF WOODROFFE AVE",West,5050133.00,Morning,Laine Johnson,2200,1000,362733.5665,5023878.945
8495,2019,HARLEY-DAVIDSON/ SUPER GLIDE,,Motorcycle,BLK,,Tuesday,N,Centretown,Ward 14 - Somerset,Sector 23,9/9/2024 5:00:00 AM,8/20/2024 5:00:00 AM,2024,"BRONSON AVE, FLORA ST",Central,5050039.00,Night,Ariel Troster,1000,0,367193.1269,5029940.2555
8496,2024,MERCEDES-BENZ,,Automobile,DGR,106000,Sunday,N,Crystal Bay - Lakeview Park,Ward 7 - Bay,Sector 14,9/9/2024 5:00:00 AM,9/8/2024 5:00:00 AM,2024,"LOCH ISLE RD, SUNNY BRAE AVE",West,5050139.00,Evening,Theresa Kavanagh,800,2100,356815.1225,5023976.1142
8497,2022,KIA MOTORS CORPORATION,FORTE,Automobile,WHI,,Sunday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,9/9/2024 5:00:00 AM,9/8/2024 5:00:00 AM,2024,"HOLLOWBROOK DR, HIGHPOINTE CRES E",West,5050141.21,Evening,Wilson Lo,600,1900,365427.9828,5015239.8055
8498,2005,FORD,F250,Truck,ONG,7000,Monday,Y,Stittsville,Ward 6 - Stittsville,Sector 13,9/9/2024 5:00:00 AM,9/9/2024 5:00:00 AM,2024,"BRADLEY GREEN CRT, HAZELDEAN RD",West,5050151.05,Night,Glen Gower,700,0,350397.7884,5015585.4377
8499,2020,KAWASAKI MOTORS CORP. / SNOJET,,Atv (4 Wheeler),BLK,,Tuesday,N,Metcalfe,Ward 20 - Osgoode,Sector 36,9/10/2024 5:00:00 AM,9/10/2024 5:00:00 AM,2024,"BANK ST, STONE SCHOOL RD",East,5050190.02,Morning,Isabelle Skalski,1700,600,382129.9718,5011520.4226
8500,2024,KIA MOTORS CORPORATION,,Suv,BLK,,Saturday,N,East Industrial,Ward 11 - Beacon Hill-Cyrville,Sector 33,9/10/2024 5:00:00 AM,8/31/2024 5:00:00 AM,2024,"HWY 417 INNES IC112R54, HWY 417 INNES IC112R58",East,5050122.02,Afternoon,Tim Tierney,1200,1200,374254.1209,5030807.2596
8501,2016,MERCEDES-BENZ,,Automobile,WHI,,Monday,N,Billings Bridge - Alta Vista,Ward 18 - Alta Vista,Sector 34,9/10/2024 5:00:00 AM,9/9/2024 5:00:00 AM,2024,"LYNDA LANE, SMYTH RD",East,5050006.00,Evening,Marty Carr,100,2000,371611.403,5029188.9091
8502,2021,FORD,EXPLORER,Suv,BLK,,Thursday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,9/10/2024 5:00:00 AM,8/29/2024 5:00:00 AM,2024,"RIVER LANDING AVE, MILLARS SOUND WAY",West,5050141.24,Afternoon,David Hill,1800,1400,364062.5791,5012988.4808
8503,2021,,,Trailer,BLK,,Tuesday,N,Metcalfe,Ward 20 - Osgoode,Sector 36,9/10/2024 5:00:00 AM,9/10/2024 5:00:00 AM,2024,"BANK ST, STONE SCHOOL RD",East,5050190.02,Morning,Isabelle Skalski,1700,600,382129.9718,5011520.4226
8504,2019,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,RED,,Tuesday,Y,Cummings,Ward 13 - Rideau-Rockcliffe,Sector 32,9/10/2024 5:00:00 AM,9/10/2024 5:00:00 AM,2024,"MALARTIC AVE, SLADEN AVE",East,5050061.00,Afternoon,Rawlson King,2100,1700,371775.9064,5033734.586
8505,2021,GENERAL MOTORS CORP.,SAVANNA VAN,Truck,WHI,,Wednesday,Y,Overbrook - McArthur,Ward 13 - Rideau-Rockcliffe,Sector 25,9/11/2024 5:00:00 AM,8/7/2024 5:00:00 AM,2024,"BELFAST RD, COVENTRY RD",Central,5050012.00,Afternoon,Rawlson King,1300,1200,371523.9113,5031640.5684
8506,2008,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,RED,,Tuesday,N,Russell - Edwards,Ward 20 - Osgoode,Sector 37,9/11/2024 5:00:00 AM,1/30/2024 5:00:00 AM,2024,"LEITRIM RD S, RAMSAYVILLE RD",East,5050126.04,Night,Isabelle Skalski,1100,0,378785.9579,5023728.5014
8507,2020,LAND ROVER,RANGE ROVER,Automobile,GRY,45000,Wednesday,N,Hunt Club Upper -Blossom Park - Timbermill,Ward 10 - Gloucester-Southgate,Sector 35,9/11/2024 5:00:00 AM,9/11/2024 5:00:00 AM,2024,"EUREKA AVE N, OLYMPIC WAY N",East,5050123.03,Night,Jessica Bradley,2200,0,373089.93,5023903.5088
8508,2024,MITSUBISHI,ECLIPSE,Automobile,RED,,Wednesday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,9/11/2024 5:00:00 AM,9/11/2024 5:00:00 AM,2024,"ST. JOSEPH BLVD, OR174 TENTH LINE IC101R25, OR174 TENTH LINE IC101R61",East,5050170.10,Evening,Matthew Luloff,2300,2300,383342.9384,5038944.5809
8509,2024,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TUNDRA,Truck,BLK,68000,Wednesday,Y,Braemar Park - Bel Air Heights - Copeland Park,Ward 8 - College,Sector 17,9/11/2024 5:00:00 AM,9/11/2024 5:00:00 AM,2024,"FORLAN DR, AMESBROOKE DR",West,5050023.01,Night,Laine Johnson,200,200,363779.1686,5024937.3879
8510,2019,FORD,FUSION,Automobile,WHI,,Friday,Y,Vanier South,Ward 12 - Rideau-Vanier,Sector 25,9/11/2024 5:00:00 AM,9/6/2024 5:00:00 AM,2024,"LALEMANT ST,MONTREAL RD",Central,5050102.00,Night,Stéphanie Plante,1900,0,370573.0934,5033344.2135
8511,2020,MERCEDES-BENZ,,Automobile,BLK,,Sunday,Y,Billings Bridge - Alta Vista,Ward 18 - Alta Vista,Sector 34,9/12/2024 5:00:00 AM,9/8/2024 5:00:00 AM,2024,"BANK ST, BILLINGS TRANSIT",East,5050005.00,Evening,Marty Carr,1700,2100,369422.7041,5027762.2095
8512,2012,MAZDA,MAZDA 5,Automobile,BLK,,Thursday,Y,Hunt Club South Industrial,Ward 9 - Knoxdale-Merivale,Sector 17,9/12/2024 5:00:00 AM,9/12/2024 5:00:00 AM,2024,"PRINCE OF WALES DR, WATERBEND LANE",West,5050130.01,Evening,Sean Devine,2300,2200,367400.2251,5021574.186
8513,2020,BMW,,Automobile,GRN,,Friday,N,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,9/13/2024 5:00:00 AM,9/13/2024 5:00:00 AM,2024,"PAINE AVE,COCO PL",West,5050160.15,Evening,Cathy Curry,2200,2100,349120.1443,5018727.6332
8514,2014,VOLKSWAGEN,JETTA,Automobile,BLK,,Friday,Y,Vanier South,Ward 13 - Rideau-Rockcliffe,Sector 25,9/13/2024 5:00:00 AM,9/13/2024 5:00:00 AM,2024,"MUTUAL ST, ST. LAURENT BLVD",Central,5050061.00,Night,Rawlson King,900,0,371887.4558,5032960.9329
8515,2022,LEXUS,RX300,,WHI,,Friday,,,,,9/13/2024 5:00:00 AM,9/13/2024 5:00:00 AM,2024,,,,Night,,100,100
8516,2023,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TUNDRA,Automobile,GRY,,Thursday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,9/13/2024 5:00:00 AM,9/12/2024 5:00:00 AM,2024,"OAKCREST WAY, WINTERSPRING RDG",East,5050171.11,Evening,Catherine Kitts,700,2100,385562.9749,5034546.1726
8517,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TACOMA,Automobile,GRY,50000,Wednesday,N,Stittsville,Ward 6 - Stittsville,Sector 13,9/14/2024 5:00:00 AM,9/11/2024 5:00:00 AM,2024,"TEMPEST DR, WARMSTONE DR",West,5050151.10,Evening,Glen Gower,2100,2100,350384.6873,5016036.8838
8518,2010,CHEVROLET,SILVERADO,Automobile,BLK,,Saturday,Y,Kinburn,Ward 5 - West Carleton-March,Sector 11,9/14/2024 5:00:00 AM,9/14/2024 5:00:00 AM,2024,"FARMVIEW RD, KINBURN SIDE RD",West,5050301.00,Night,Clarke Kelly,1100,500,327091.6617,5026205.5918
8519,2017,FORD,F150,Automobile,GRY,,Saturday,N,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,9/15/2024 5:00:00 AM,9/14/2024 5:00:00 AM,2024,"HUNT CLUB RD, RIVERSIDE DR",East,5050002.06,Morning,Jessica Bradley,100,1000,368048.8283,5021939.5071
8520,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",HRV,Automobile,BLK,33000,Monday,Y,Carlingwood West - Glabar Park - McKellar Heights,Ward 7 - Bay,Sector 14,9/16/2024 5:00:00 AM,9/16/2024 5:00:00 AM,2024,"BENJAMIN AVE, FAIRLAWN AVE",West,5050025.00,Evening,Theresa Kavanagh,2100,1900,362206.1869,5025096.5308
8521,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,GRY,,Sunday,N,Island Park,Ward 15 - Kitchissippi,Sector 21,9/16/2024 5:00:00 AM,9/15/2024 5:00:00 AM,2024,"GARRISON ST, ROCKHURST RD",Central,5050045.01,Evening,Jeff Leiper,900,2100,364111.0465,5028953.7542
8522,2005,FORD,RANGER,Truck,MRN,,Monday,Y,Katimavik - Hazeldean,Ward 23 - Kanata South,Sector 13,9/16/2024 5:00:00 AM,9/16/2024 5:00:00 AM,2024,"240 S OF EDGEWATER ST, TERRY FOX DR",West,5050160.05,Night,Allan Hubley,1300,400,351959.4336,5017469.9576
8523,2023,,,Motorcycle,RED,,Sunday,N,West Centertown,Ward 15 - Kitchissippi,Sector 22,9/16/2024 5:00:00 AM,9/15/2024 5:00:00 AM,2024,"BEECH ST, CHAMPAGNE AVE",Central,5050035.00,Evening,Jeff Leiper,800,2300,366466.8961,5029176.5541
8524,2024,LEXUS,,Automobile,WHI,,Monday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,9/16/2024 5:00:00 AM,9/16/2024 5:00:00 AM,2024,"BRIAN COBURN BLVD, MONTMERE AVE",East,5050171.14,Night,Catherine Kitts,800,0,386646.3875,5035786.4002
8525,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,GRY,,Sunday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,9/16/2024 5:00:00 AM,9/15/2024 5:00:00 AM,2024,"LOURY, RANG DE,CREVIER, COURS",East,5050125.10,Evening,Catherine Kitts,500,2100,381330.9969,5034336.094
8526,2013,HYUNDAI,ELANTRA,Automobile,WHI,,Monday,Y,Centretown,Ward 14 - Somerset,Sector 23,9/16/2024 5:00:00 AM,9/16/2024 5:00:00 AM,2024,"BANK ST, LAURIER AVE",Central,5050048.00,Afternoon,Ariel Troster,1700,1700,367483.9831,5031266.4112
8527,2020,JEEP (1989 AND AFTER),COMPASS,Automobile,RED,,Monday,Y,CFB Rockcliffe-NRC,Ward 13 - Rideau-Rockcliffe,Sector 32,9/16/2024 5:00:00 AM,9/16/2024 5:00:00 AM,2024,"QUARRY RD, BRITTANY DR",East,5050060.00,Night,Rawlson King,200,0,371787.9053,5034282.5909
8528,2023,RAM TRUCKS,1500,Truck,SIL,,Monday,Y,East Industrial,Ward 11 - Beacon Hill-Cyrville,Sector 33,9/17/2024 5:00:00 AM,9/16/2024 5:00:00 AM,2024,"ALGOMA RD, COMSTOCK RD",East,5050122.02,Evening,Tim Tierney,1400,1900,373661.9199,5031106.5596
